name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch
"POPULATED_FROM_URL,CAPITALIZED",27577934,THISP,0.0,,0.0,,0.0,1,http://www.peptideatlas.org/thisp/,200,United States,"(47.6062,-122.3321)",,2016-09-12,"Institute for Systems Biology , Seattle, Washington 98109, United States.","Binz PA, Campbell DS, Deutsch EW, Farrah T, Mendoza L, Moritz RL, Omenn GS, Shteynberg D, Sun Z","260558, 2P50GM076547, MCB 1330912, P30 ES017885, P50 GM076547, R01 GM087221, R01GM087221, U54 EB020406, U54EB020406, U54ES017885","Division of Molecular and Cellular Biosciences, NIBIB NIH HHS, NIEHS NIH HHS, NIGMS NIH HHS, National Institute of Biomedical Imaging and Bioengineering, National Institute of Environmental Health Sciences, National Institute of General Medical Sciences, Seventh Framework Programme",22.0,United States,,ok,Tiered Human Integrated Sequence Search Databases for Shotgun Proteomics.,2010-2022
POPULATED_FROM_URL,28398289,cutaneousNF,0.0,,0.0,,0.0,1,http://www.synapse.org/cutaneousNF,200,United States,"(39.0437,-77.4875)",,2017-04-11,"Computational Oncology, Sage Bionetworks, Seattle, Washington 98109, USA.","Bakker A, Boone B, Gosline SJ, Guinney J, Guo X, Jones A, Knight P, La Rosa S, Levy SE, Prasad N, Shrestha S, Weinberg H, Yu T",,,18.0,United States,,ok,A high-throughput molecular data resource for cutaneous neurofibromas.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",28365724,Cetaf-stable-identifiers,0.0,,0.0,,0.0,1,http://cetaf.org/cetaf-stable-identifiers,200,France,"(50.9519,1.8563)",,2017-01-01,"Botanic Garden and Botanical Museum Berlin, Freie Universität Berlin, Berlin, Germany.","Casino A, Chagnoux S, Droege G, Glöckler F, Groom Q, Gödderz K, Güntsch A, Hagedorn G, Hoffmann J, Holleman A, Hyam R, Kempa M, Koivula H, Marhold K, Nicolson N, Röpert D, Smith VS, Triebel D",NE/H02185X/1,Natural Environment Research Council,21.0,"Andorra, Germany",,ok,"Actionable, long-term stable and semantic web compatible identifiers for access to biological collection objects.",2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",29152729,CPIC,0.0,,0.0,,0.0,1,https://cpicpgx.org/guidelines/guideline-for-fluoropyrimidines-and-dpyd/,200,United States,"(39.0437,-77.4875)",,2017-11-20,"University Institute of Clinical Chemistry, Inselspital Bern University Hospital, University of Bern, Bern, Switzerland.","Amstutz U, Barbarino J, Caudle KE, Diasio RB, Henricks LM, Klein TE, McLeod HL, Offer SM, Schellens JHM, Schwab M, Swen JJ","R24 GM061374, R24 GM115264, R24GM115264, R24GM61374","NIGMS NIH HHS, National Institutes of Health, Robert Bosch Foundation",395.0,Switzerland,,ok,Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for Dihydropyrimidine Dehydrogenase Genotype and Fluoropyrimidine Dosing: 2017 Update.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",32757305,Photochemcad,0.0,,0.0,,0.0,1,http://www.photochemcad.com,200,United States,"(42.7325,-84.5555)",,2020-11-11,"Department of Chemistry, North Carolina State University, Raleigh, NC.","Lindsey JS, Taniguchi M",DE‐FG02‐05ER15661,Basic Energy Sciences,45.0,,,ok,Absorption and Fluorescence Spectral Database of Chlorophylls and Analogues.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",28432803,JGI,0.0,,0.0,,0.0,1,http://jgi.doe.gov/our-science/science-programs/plant-genomics/brachypodium/brachypodium-t-dna-collection/,200,United States,"(37.7621,-122.3971)",,2017-06-21,"USDA ARS Western Regional Research Center, 800 Buchanan St., Albany, CA, 94710-1105, USA.","Bragg J, Cartwright A, Ecker JR, Gordon SP, Gu Y, Hsia MM, Jordan M, Kelly S, Nieu R, O'Malley R, Pauly M, Vogel JP, Williams TG, Wood DF, Zhao Y","0726408, 1122250, DE‐AC02‐05CH11231, DE‐AI02‐07ER64452, DE‐SC0001526, DE‐SC0012400","National Science Foundation, Office of Science, U.S. Department of Energy",27.0,United States,,ok,Sequencing and functional validation of the JGI Brachypodium distachyon T-DNA collection.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",32561749,Jhubiobank,0.0,,0.0,,0.0,1,http://synapse.org/jhubiobank,200,United Kingdom,"(51.5085,-0.1257)",,2020-06-19,"Sidney Kimmel Comprehensive Cancer Center and Department of Oncology, Johns Hopkins University School of Medicine, Baltimore, USA.","Allaway R, Banerjee J, Belzberg AJ, Blakeley JO, Doan X, Gosline SJC, Guinney J, Guo X, Langmead S, Loeb DM, Meyer CF, Morris CD, Pollard K, Pratilas CA, Rodriguez FJ, Slobogean B, Wang J",,Neurofibromatosis Therapeutic Acceleration Program,28.0,"Andorra, United States",,ok,A clinically and genomically annotated nerve sheath tumor biospecimen repository.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",23681723,Peptaibiotics-database,0.0,,0.0,,0.0,1,http://peptaibiotics-database.boku.ac.at,200,Austria,"(48.3283,16.0586)",,2013-05-01,"Center for Analytical Chemistry, Department of Agrobiotechnology, University of Natural Resources and Life Sciences, Vienna, BOKU, Konrad Lorenz Straße 20, A-2430 Tulln.","Brückner H, Burgstaller L, Degenkolb T, Neumann NK, Schuhmacher R, Stoppacher N, Zeilinger S",,,51.0,Andorra,,ok,The comprehensive peptaibiotics database.,2010-2022
"POPULATED_FROM_URL,TITLE_CAPITALIZED",31416842,Curatopes,0.0,,0.0,,0.0,1,https://www.curatopes.com,200,Germany,"(49.5910,11.0078)",,2019-08-15,"Department of Dermatology, Universitätsklinikum Erlangen and Faculty of Medicine, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany.","Dörrie J, Eberhardt M, Jaitly T, Lischer C, Schaft N, Schinzel C, Schuler G, Vera J",031L0073A,German Federal Ministry of Education and Research,3.0,"Andorra, Germany",,ok,Curatopes Melanoma: A Database of Predicted T-cell Epitopes from Overly Expressed Proteins in Metastatic Cutaneous Melanoma.,2010-2022
POPULATED_FROM_URL,24339369,IKBKG,0.0,,0.0,,0.0,1,http://IKBKG.lovd.nl,200,Netherlands,"(52.1550,5.3875)",,2013-12-12,"Institute of Genetics and Biophysics 'Adriano Buzzati-Traverso', IGB-CNR, Naples, Italy.","Bodemer C, Bonnefont JP, Conte MI, Esposito E, Fusco F, Giardino G, Hadj-Rabia S, Irvine AD, Lioi MB, McAleer MA, Miano MG, Munnich A, Paciolla M, Pescatore A, Pignata C, Royer G, Scheuerle AE, Smahi A, Steffann J, Ursini MV",GGP08125,Telethon,54.0,"Andorra, Italy",,ok,Insight into IKBKG/NEMO locus: report of new mutations and complex genomic rearrangements leading to incontinentia pigmenti disease.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",29909982,SCOPE,0.0,,0.0,,0.0,1,http://scope.aertslab.org,200,Belgium,"(50.8796,4.7009)",,2018-06-18,"VIB Center for Brain & Disease Research, KU Leuven, Leuven 3000, Belgium; Department of Human Genetics KU Leuven, Leuven 3000, Belgium.","Aerts S, Aibar S, Bravo González-Blas C, Christiaens V, Davie K, De Waegeneer M, Fiers M, Geurs S, Hulselmans G, Janssens J, Koldere D, Konstantinides N, Kreft Ł, Lammertyn J, Liu S, Makhzami S, Moerman T, Pech U, Poovathingal S, Spanier KI, Thienpont B, Vanspauwen B, Verstreken P, Voet T","1199518N, 141509, 646671 RobustSynapses, 724226 cis-CONTROL, 808066, ERC consolidator, G.0640.13, G.0791.14, Methusalem Grant (3M140280), OT/13/103, Opening the Future” grant, PDM/16/188, PF/10/016","Deutsche Forschungsgemeinschaft, Flemish Government, Special Research Fund (BOF) KU Leuven, The Research Foundation - Flanders, agency for Innovation by Science and Technology",650.0,Belgium,,ok,A Single-Cell Transcriptome Atlas of the Aging Drosophila Brain.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED,TITLE_CAPITALIZED",33154365,skin,0.0,,0.0,,0.0,1,https://skin.science/,200,United Kingdom,"(51.5085,-0.1257)",,2020-11-05,"Novo Nordisk Foundation (NNF) Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark.","Andersen JL, Bzorek M, Clark RA, Colaço AR, Coscia F, Doll S, Dyring-Andersen B, Løvendorf MB, Mann M, Møller LBP, Niu L, Santos A, Skov L, Teunissen MBM","LF18100, NNF14CC0001, NNF15CC0001, NNF15OC0014092, P30 AR069625, P30AR069625, PI Matthias Mann, R01 AI127654, R01AI127654, R182-2014-3641, R252-2017-1414","A.P. Møller Fonden | Fonden til Lægevidenskabens Fremme, Kongelig Hofbuntmager Aage Bangs Fond, LEO Foundation, LEO Pharma Research Foundation, Lundbeck Foundation, Lundbeckfonden, Max-Planck-Gesellschaft, NIAID NIH HHS, NIAMS NIH HHS, Novo Nordisk Fonden, Novo Nordisk Foundation Center for Protein Research, U.S. Department of Health &amp; Human Services | NIH | National Institute of Allergy and Infectious Diseases, U.S. Department of Health &amp; Human Services | NIH | National Institute of Arthritis and Musculoskeletal and Skin Diseases",106.0,"Andorra, Denmark",,ok,Spatially and cell-type resolved quantitative proteomic atlas of healthy human skin.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",31517233,TCDXB,0.0,,0.0,,0.0,1,http://osf.io/tcdxb/,200,United States,"(39.0997,-94.5786)",,2019-07-19,"Department of Experimental Psychology, University College London, UK.","Poort ED, Rodd JM",ES/K013351/1,Economic and Social Research Council,1.0,United Kingdom,,ok,"A Database of Dutch-English Cognates, Interlingual Homographs and Translation Equivalents.",2010-2022
"POPULATED_FROM_URL,CAPITALIZED,TITLE_CAPITALIZED",26899024,eelsdb,0.0,,0.0,,0.0,1,https://eelsdb.eu/,200,United Kingdom,"(50.7990,-1.0913)",,2016-02-22,"1Department of Biochemistry and Biophysics,Science for Life Laboratory,Stockholm University,106 91 Stockholm,Sweden.","Ewels CP, Ewels P, Lajaunie L, Serin V, Sikora T",,,34.0,"Andorra, Sweden",,ok,A Complete Overhaul of the Electron Energy-Loss Spectroscopy and X-Ray Absorption Spectroscopy Database: eelsdb.eu.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",34108585,OMD,0.0,,0.0,,0.0,1,http://marine-meta.healthscience.sci.waseda.ac.jp/omd/,200,Japan,"(35.6895,139.6917)",,2021-06-09,"Laboratory of Aquatic Molecular Biology and Biotechnology, Graduate School of Agricultural and Life Sciences, The University of Tokyo, Yayoi, Bunkyo, Tokyo, Japan.","Asakawa S, Gojobori T, Igarashi Y, Ikeo K, Ishino S, Ishino Y, Kakehi S, Kataoka T, Kawachi M, Kimura G, Kobayashi T, Kuwata A, Mineta K, Ohtsubo M, Sakami T, Suzuki Y, Tan E, Taniuchi Y, Tashiro K, Watabe S, Watanabe T, Yamaguchi H, Yoshitake K",,,9.0,"Andorra, Japan",,ok,Development of a time-series shotgun metagenomics database for monitoring microbial communities at the Pacific coast of Japan.,2010-2022
"POPULATED_FROM_URL,TITLE_CAPITALIZED",30964323,Carcinogenome,0.0,,0.0,,0.0,1,https://carcinogenome.org,200,United States,"(42.3318,-71.1212)",,2019-04-01,"1 Computational Biomedicine, Boston University School of Medicine , Boston, Massachusetts, USA.","Auerbach S, Bittker J, Li A, Lu X, Monti S, Natoli T, Sherr DH, Sipes NS, Subramanian A","P42 ES007381, U01 HG008699, U54 HG008097","NHGRI NIH HHS, NIEHS NIH HHS",12.0,United States,,ok,The Carcinogenome Project: In Vitro Gene Expression Profiling of Chemical Perturbations to Predict Long-Term Carcinogenicity.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED,QC_FIX_MEDIUM",33455583,RIKEN,0.0,,0.0,,0.0,1,https://brc.riken.jp,200,Japan,"(36.3500,140.1000)",,2021-01-18,"Integrated Bioresource Information Division, RIKEN BioResource Research Center, 3-1-1 Koyadai, Tsukuba-shi, Ibaraki, 305-0074, Japan. hiroshi.masuya@riken.jp.","Iwase S, Kobayashi N, Kurihara K, Kushida T, Masuya H, Nakata H, Namiki Y, Suzuki K, Takada T, Tanaka N, Usuda D, Yamagata Y, Yoshiki A, Yuhara N","JP16K14600, JP18H03298","Cross-ministerial Strategic Innovation Promotion Program, Japan Agency for Medical Research and Development, Japan Society for the Promotion of Science, RIKEN",5.0,Japan,,ok,Establishment and application of information resource of mutant mice in RIKEN BioResource Research Center.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED,QC_FIX_MEDIUM",34078215,COVID-19,0.0,,0.0,,0.0,1,https://www.embase.com,200,United Kingdom,"(51.8217,-1.2886)",,2021-06-15,"Tuberculosis Prevention and Control Key Laboratory/Beijing Key Laboratory of New Techniques of Tuberculosis Diagnosis and Treatment, Institute for Tuberculosis Research, 8th Medical Center, Chinese PLA General Hospital, Beijing, China.","Aspatwar A, Gong W, Parkkila S, Wang S, Wu X",,National Natural Science Foundation of China under Gran,28.0,"Andorra, China",,ok,"COVID-19 pandemic: SARS-CoV-2 specific vaccines and challenges, protection via BCG trained immunity, and clinical trials.",2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",31096452,Worldmap,0.0,,0.0,,0.0,1,http://worldmap.csmu-liawyp.tw,200,"Taiwan, Province of China","(24.1469,120.6839)",,2019-05-01,"Department of Public Health and Institute of Public Health, Chung Shan Medical University.","Chou TY, Hsu SY, Ku WY, Liaw YP, Liu WH, Nfor ON, Tantoh DM, Wang L",,,1.0,Andorra,,ok,Online community collaborative map: A geospatial and data visualization tool for cancer data.,2010-2022
POPULATED_FROM_URL,33391232,qj6cfZg57g6qwzN,0.0,,0.0,,0.0,1,https://icg-test.mydisk.nsc.ru/s/qj6cfZg57g6qwzN,200,Russian Federation,"(55.0226,82.9317)",,2020-12-18,"Laboratory of Molecular Biotechnologies of Federal Research Center Institute of Cytology and Genetics of The Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Russia.","Bryanskaya AV, Demidov EA, Efimov VM, Ershov NI, Peltek SE, Shlyakhtun VN, Starostin KV",,Ministry of Science and Higher Education of the Russian Federation,2.0,Andorra,,ok,Creation of an Online Platform for Identification of Microorganisms: Peak Picking or Full-Spectrum Analysis.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",33391542,Dc-optimization,0.0,,0.0,,0.0,1,https://www.synmirapy.net/dc-optimization,200,Germany,"(49.5910,11.0078)",,2021-01-01,"Laboratory of Systems Tumor Immunology, Department of Dermatology, Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) and Universitätsklinikum Erlangen, Erlangen, Germany.","Cantone M, Dreyer FS, Dörrie J, Eberhardt M, Ekici A, Gerer KF, Jaitly T, Jäck HM, Lai X, Lischer C, Schaft N, Uebe S, Vera J, Wittmann J",,,10.0,"Andorra, Germany",,ok,Network- and systems-based re-engineering of dendritic cells with non-coding RNAs for cancer immunotherapy.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",34473083,Toolkit,0.0,,0.0,,0.0,1,https://toolkit.tuebingen.mpg.de,200,Germany,"(48.5227,9.0522)",,2021-08-24,"Department of Protein Evolution, Max Planck Institute for Developmental Biology, Max-Planck-Ring 5, 72076 Tübingen, Germany.","Alva V, Pereira J",,Max-Planck-Gesellschaft,7.0,Germany,,ok,How do I get the most out of my protein sequence using bioinformatics tools?,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",33656437,GALAXY,0.0,,0.0,,0.0,1,https://galaxy.sciensano.be,200,Belgium,"(50.6683,4.6144)",,2021-03-03,"Transversal activities in Applied Genomics, Sciensano, Brussels, Belgium.","Bogaerts B, Crombé F, De Keersmaecker SCJ, Denayer S, Fu Q, Marchal K, Nouws S, Piérard D, Roosens NHC, Van Braekel J, Vanneste K, Verhaegen B, Winand R","Be READY, RF 17/6316 StEQIDEMIC.be","Belgian Federal Public Service of Health, Food Chain Safety and Environment, Sciensano",32.0,Belgium,,ok,Validation strategy of a bioinformatics whole genome sequencing workflow for Shiga toxin-producing <i>Escherichia coli</i> using a reference collection extensively characterized with conventional methods.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",33985289,AMC,0.0,,0.0,,0.0,1,http://www.rsc.org/amc,200,Germany,"(50.1155,8.6842)",,2016-02-01,,Analytical Methods Committee Amctb No,,,,,,ok,<i>AMC Datasets</i>-a resource for analytical scientists.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",33560568,Pompevariantdatabase,0.0,,0.0,,0.0,1,http://www.pompevariantdatabase.nl,200,United States,"(37.7621,-122.3971)",,2020-12-21,"Department of Pediatrics, Erasmus University Medical Center, Rotterdam, the Netherlands.","'t Groen SLMI, Bergsma AJ, Hoogeveen-Westerveld M, Nino MY, Pijnappel WWMP, de Faria DOS, van der Ploeg AT",,,27.0,Netherlands,,ok,"Update of the Pompe variant database for the prediction of clinical phenotypes: Novel disease-associated variants, common sequence variants, and results from newborn screening.",2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",25632106,Emodnet-biology,0.0,,0.0,,0.0,1,http://www.emodnet-biology.eu/,200,Belgium,"(51.2155,2.9270)",,2015-01-28,"Flanders Marine Institute (VLIZ), InnovOcean Site, Wandelaarkaai 7, 8400 Oostende, Belgium and Research Group Phycology, University of Ghent, Krijgslaan 281/S8, 9000 Ghent, Belgium leen.vandepitte@vliz.be.","Bosch S, De Clerck O, Hernandez F, Mees J, Tyberghein L, Vandepitte L, Vanhoorne B, Waumans F",,,5.0,"Andorra, Belgium",,ok,"Fishing for data and sorting the catch: assessing the data quality, completeness and fitness for use of data in marine biogeographic databases.",2010-2022
POPULATED_FROM_URL,34349739,ID-TaxER,0.0,,0.0,,0.0,1,https://shiny-apps.ceh.ac.uk/ID-TaxER/,200,United States,"(37.7621,-122.3971)",,2021-07-19,"UK Centre for Ecology and Hydrology, Bangor, United Kingdom.","Emmett BA, George PBL, Goodall T, Griffiths RI, Gweon HS, Jones B, Jones DL, Puissant J, Read DS, Robinson DA","NE/M017125/1, NE/R016429/1",Natural Environment Research Council,7.0,"Andorra, United Kingdom",,ok,Beyond Taxonomic Identification: Integration of Ecological Responses to a Soil Bacterial 16S rRNA Gene Database.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",22161327,GFP,0.0,,0.0,,0.0,1,http://yeastgfp.yeastgenome.org/,200,United States,"(45.8399,-119.7006)",,2012-01-01,"The Donnelly Centre, Department of Molecular Genetics, University of Toronto, Toronto, Canada. yolanda.chong@utoronto.ca","Andrews B, Chong YT, Cox MJ",,,8.0,Canada,,ok,Proteome-wide screens in Saccharomyces cerevisiae using the yeast GFP collection.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",26146076,Flygutseq,0.0,,0.0,,0.0,1,http://flygutseq.buchonlab.com,200,United States,"(40.8043,-74.0121)",,2015-07-02,"German Cancer Research Center (DKFZ), Center for Molecular Biology Heidelberg University (ZMBH) Alliance, Im Neuenheimer Feld 282, 69120 Heidelberg, Germany.","Buchon N, Dobson AJ, Dutta D, Edgar BA, Gläßer C, Houtz PL, Korzelius J, Patel PH, Revah J",,,183.0,Germany,,ok,Regional Cell-Specific Transcriptome Mapping Reveals Regulatory Complexity in the Adult Drosophila Midgut.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",21644557,Aflowlib,0.0,,0.0,,0.0,1,http://www.aflowlib.org,200,United States,"(34.7184,-76.6616)",,2011-06-16,"Department of Mechanical Engineering and Materials Science, Duke University, Durham, NC 27708, USA.","Curtarolo S, Feigelson RS, Gaume RM, Lam S, Setyawan W",,,49.0,"Andorra, United States",,ok,High-throughput combinatorial database of electronic band structures for inorganic scintillator materials.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED,TITLE_CAPITALIZED",34654818,mouse,0.0,,0.0,,0.0,1,https://mouse.atlas.metabolomics.us/,200,United States,"(45.8399,-119.7006)",,2021-10-15,"West Coast Metabolomics Center, UC Davis Genome Center, University of California, Davis, 451 Health Sciences Drive, Davis, CA, 95616, USA.","Araiza R, Bower LR, Brydges CR, Ding J, Fan S, Fiehn O, Folz J, Ji J, Lloyd KCK, Lu X, Mehta S, Rabow Z, Shen T, Showalter MR, Zhang Y","U19 AG023122, U2C DK119886, U2C ES030158, UM1 OD023221","NIA NIH HHS, NIDDK NIH HHS, NIEHS NIH HHS, NIH HHS, U.S. Department of Health &amp; Human Services | National Institutes of Health",146.0,United States,,ok,A metabolome atlas of the aging mouse brain.,2010-2022
POPULATED_FROM_URL,29220477,BioCyc,0.0,,0.0,,0.0,1,https://BioCyc.org,200,United States,"(37.4538,-122.1822)",,2017-01-01,"Bioinformatics Research Group, SRI International, 333 Ravenswood Avenue, Menlo Park, CA 94025, USA.","Karp PD, Paley S","R01 GM075742, R01GM075742","NIGMS NIH HHS, National Institute of General Medical Sciences",6.0,United States,,ok,Update notifications for the BioCyc collection of databases.,2010-2022
