global_row,chunk,best_name,paper_titles,best_name_updated,full_name_updated,confidence,notes
1359,7,ClusterCAD,ClusterCAD 2.0: an updated computational platform for chimeric type I polyketide synthase and nonribosomal peptide synthetase design.,ClusterCAD,ClusterCAD,HIGH,No expansion in title
1360,7,MolHyb,MolHyb: A Web Server for Structure-Based Drug Design by Molecular Hybridization.,MolHyb,MolHyb,HIGH,No expansion in title
1361,7,SEDA,SEDA: A Desktop Tool Suite for FASTA Files Processing.,SEDA,SEDA,HIGH,No expansion in title
1362,7,collectNET,collectNET: a web server for integrated inference of cell-cell communication network.,collectNET,collectNET,HIGH,No expansion in title
1363,7,GeTeSEPdb,GeTeSEPdb: A comprehensive database and online tool for the identification and analysis of gene profiles with temporal-specific expression patterns.,GeTeSEPdb,GeTeSEPdb,HIGH,No expansion in title
1364,7,TriticeaeSSRdb,TriticeaeSSRdb: a comprehensive database of simple sequence repeats in Triticeae.,TriticeaeSSRdb,TriticeaeSSRdb,HIGH,No expansion in title
1365,7,HTNpedia,HTNpedia: A Knowledge Base for Hypertension Research.,HTNpedia,HTNpedia,HIGH,No expansion in title
1366,7,High Dynamic Range,Subjective Quality Assessment of Compressed Tone-Mapped High Dynamic Range Videos.,High Dynamic Range,High Dynamic Range,HIGH,No expansion in title
1367,7,FAIRsoft,FAIRsoft-a practical implementation of FAIR principles for research software.,FAIRsoft,FAIRsoft,HIGH,No expansion in title
1368,7,IMOPAC,IMOPAC: A web server for interactive multiomics and pharmacological analyses of patient-derived cancer cell lines.,IMOPAC,IMOPAC,HIGH,No expansion in title
1369,7,PCI-DB,PCI-DB: a novel primary tissue immunopeptidome database to guide next-generation peptide-based immunotherapy development.,PCI-DB,PCI-DB,HIGH,No expansion in title
1370,7,Polygenic Risk Score Knowledge Base,The Polygenic Risk Score Knowledge Base offers a centralized online repository for calculating and contextualizing polygenic risk scores.,Polygenic Risk Score Knowledge Base,Polygenic Risk Score Knowledge Base,HIGH,Already descriptive name
1371,7,BRCAIndica,BRCAIndica: a resource for ACMG/AMP classified BRCA1 and BRCA2 variants.,BRCAIndica,BRCAIndica,HIGH,No expansion in title
1372,7,ForestForward,ForestForward: visualizing and accessing integrated world forest data from the last 50 years.,ForestForward,ForestForward,HIGH,No expansion in title
1373,7,LukProt,LukProt: A Database of Eukaryotic Predicted Proteins Designed for Investigations of Animal Origins.,LukProt,LukProt,HIGH,No expansion in title
1374,7,ZooPathWeb,ZooPathWeb: a comprehensive web resource for zoonotic pathogens.,ZooPathWeb,ZooPathWeb,HIGH,No expansion in title
1375,7,LGRPv2,LGRPv2: A high-value platform for the advancement of Fabaceae genomics.,LGRPv2,LGRPv2,HIGH,No expansion in title
1376,7,NanoForms,"NanoForms: an integrated server for processing, analysis and assembly of raw sequencing data of microbial genomes, from Oxford Nanopore technology.",NanoForms,NanoForms,HIGH,No expansion in title
1377,7,LmRaC,LmRaC: a functionally extensible tool for LLM interrogation of user experimental results.,LmRaC,LmRaC,HIGH,No expansion in title
1378,7,BGMP,BGMP: a comprehensive database of human blood group gene mutations and phenotypes.,BGMP,BGMP,HIGH,No expansion in title
1379,7,PerturbSeq.db,PerturbSeq.db: An Integrated Repository for Comprehensive Analysis of Single-cell Perturbation Data.,PerturbSeq.db,PerturbSeq.db,HIGH,No expansion in title
1380,7,McAN,McAN: a novel computational algorithm and platform for constructing and visualizing haplotype networks.,McAN,McAN,HIGH,No expansion in title
1381,7,m6A2Circ,m6A2Circ: A comprehensive database for decoding the regulatory relationship between m6A modification and circular RNA.,m6A2Circ,m6A2Circ,HIGH,No expansion in title
1382,7,Cat-E,Cat-E: A comprehensive web tool for exploring cancer targeting strategies.,Cat-E,Cat-E,HIGH,No expansion in title
1383,7,MammOnc-DB,"MammOnc-DB, an integrative breast cancer data analysis platform for target discovery.",MammOnc-DB,MammOnc-DB,HIGH,No expansion in title
1384,7,LogoMotif,LogoMotif: A Comprehensive Database of Transcription Factor Binding Site Profiles in Actinobacteria.,LogoMotif,LogoMotif,HIGH,No expansion in title
1385,7,SilkMeta,SilkMeta: a comprehensive platform for sharing and exploiting pan-genomic and multi-omic silkworm data.,SilkMeta,SilkMeta,HIGH,No expansion in title
1386,7,ZEBRA,ZEBRA: a hierarchically integrated gene expression atlas of the murine and human brain at single-cell resolution.,ZEBRA,ZEBRA,HIGH,No expansion in title
1387,7,COLOCdb,COLOCdb: a comprehensive resource for multi-model colocalization of complex traits.,COLOCdb,COLOCdb,HIGH,No expansion in title
1388,7,NIRS,NIRSpredict: a platform for predicting plant traits from near infra-red spectroscopy.,NIRSpredict,NIRSpredict,HIGH,No expansion in title
1389,7,PsycGM,PsycGM: a comprehensive database for associations between gut microbiota and psychiatric disorders.,PsycGM,PsycGM,HIGH,No expansion in title
1390,7,RARPKB,RARPKB: a knowledge-guide decision support platform for personalized robot-assisted surgery in prostate cancer.,RARPKB,RARPKB,HIGH,No expansion in title
1391,7,DiffBrainNet,"DiffBrainNet: Differential analyses add new insights into the response to glucocorticoids at the level of genes, networks and brain regions.",DiffBrainNet,DiffBrainNet,HIGH,No expansion in title
1392,7,RPM,RPM: An open-source Rotation Platform for open- and closed-loop vestibular stimulation in head-fixed Mice.,RPM,RPM,HIGH,No expansion in title
1393,7,rPanglaoDB,rPanglaoDB: an R package to download and merge labeled single-cell RNA-seq data from the PanglaoDB database.,rPanglaoDB,rPanglaoDB,HIGH,No expansion in title
1394,7,athisomiRDB,athisomiRDB: A comprehensive database of Arabidopsis isomiRs.,athisomiRDB,athisomiRDB,HIGH,No expansion in title
1395,7,RMethyMD,RMethyMD: An integrated platform for exploring RNA methylation in pan-cancer via a multiomics analysis.,RMethyMD,RMethyMD,HIGH,No expansion in title
1396,7,LmTraceMap,LmTraceMap: A Listeria monocytogenes fast-tracing platform for global surveillance.,LmTraceMap,LmTraceMap,HIGH,No expansion in title
1397,7,GPCRchimeraDB,GPCRchimeraDB: A Database of Chimeric G Protein-Coupled Receptors (GPCRs) to Assist Their Design.,GPCRchimeraDB,GPCRchimeraDB,HIGH,No expansion in title
1398,7,kmerDB,kmerDB: A database encompassing the set of genomic and proteomic sequence information for each species.,kmerDB,kmerDB,HIGH,No expansion in title
1399,7,ExomiRHub,ExomiRHub: A comprehensive database for hosting and analyzing human disease-related extracellular microRNA transcriptomics data.,ExomiRHub,ExomiRHub,HIGH,No expansion in title
1400,7,CaspSites,CaspSites: A Database and Web Application for Experimentally Observed Human Caspase Substrates Using N-Terminomics.,CaspSites,CaspSites,HIGH,No expansion in title
1401,8,mirTarCLASH,mirTarCLASH: a comprehensive miRNA target database based on chimeric read-based experiments.,mirTarCLASH,mirTarCLASH,HIGH,No expansion in title
1402,8,ncStem,ncStem: a comprehensive resource of curated and predicted ncRNAs in cancer stemness.,ncStem,ncStem,HIGH,No expansion in title
1403,8,LoniComp,LoniComp: a platform for gene function comparison and analysis between Lonicera japonica and Lonicera macranthoides.,LoniComp,LoniComp,HIGH,No expansion in title
1404,8,scCompass,scCompass: An Integrated Multi-Species scRNA-seq Database for AI-Ready.,scCompass,scCompass,HIGH,No expansion in title
1405,8,CarbDisMut,CarbDisMut: database on neutral and disease-causing mutations in human carbohydrate-binding proteins.,CarbDisMut,CarbDisMut,HIGH,No expansion in title
1406,8,Altered States Database,The Altered States Database: Psychometric data from a systematic literature review.,Altered States Database,Altered States Database,HIGH,Already descriptive name
1407,8,SiteMine,SiteMine: Large-scale binding site similarity searching in protein structure databases.,SiteMine,SiteMine,HIGH,No expansion in title
1408,8,CannSeek,CannSeek? Yes we Can! An open-source single nucleotide polymorphism database and analysis portal for Cannabis sativa.,CannSeek,CannSeek,HIGH,No expansion in title
1409,8,MiCId,Identification of Antibiotic Resistance Proteins via MiCId's Augmented Workflow. A Mass Spectrometry-Based Proteomics Approach.,MiCId,MiCId,HIGH,No expansion in title
1410,8,African Human Microbiome Portal,The African Human Microbiome Portal: a public web portal of curated metagenomic metadata.,African Human Microbiome Portal,African Human Microbiome Portal,HIGH,Already descriptive name
1411,8,GAUDIE,"GAUDIE: Development, validation, and exploration of a naturalistic German AUDItory Emotional database.",GAUDIE,GAUDIE,HIGH,No expansion in title
1412,8,TLSEA,TLSEA: a tool for lncRNA set enrichment analysis based on multi-source heterogeneous information fusion.,TLSEA,TLSEA,HIGH,No expansion in title
1413,8,PrimerEvalPy,PrimerEvalPy: a tool for in-silico evaluation of primers for targeting the microbiome.,PrimerEvalPy,PrimerEvalPy,HIGH,No expansion in title
1414,8,NetMe,NetMe 2.0: a web-based platform for extracting and modeling knowledge from biomedical literature as a labeled graph.,NetMe,NetMe,HIGH,No expansion in title
1415,8,MyxoPortal,MyxoPortal: a database of myxobacterial genomic features.,MyxoPortal,MyxoPortal,HIGH,No expansion in title
1416,8,PMechDB,PMechDB: A Public Database of Elementary Polar Reaction Steps.,PMechDB,PMechDB,HIGH,No expansion in title
1417,8,CanVaxKB,CanVaxKB: a web-based cancer vaccine knowledgebase.,CanVaxKB,CanVaxKB,HIGH,No expansion in title
1418,8,Aging2Cancer,Aging2Cancer: an integrated resource for linking aging to tumor multi-omics data.,Aging2Cancer,Aging2Cancer,HIGH,No expansion in title
1419,8,PerturbAtlas,PerturbAtlas: a comprehensive atlas of public genetic perturbation bulk RNA-seq datasets.,PerturbAtlas,PerturbAtlas,HIGH,No expansion in title
1420,8,xQTLatlas,xQTLatlas: a comprehensive resource for human cellular-resolution multi-omics genetic regulatory landscape.,xQTLatlas,xQTLatlas,HIGH,No expansion in title
1421,8,BeetleAtlas,BeetleAtlas: An Ontogenetic and Tissue-specific Transcriptomic Atlas of the Red Flour Beetle Tribolium castaneum.,BeetleAtlas,BeetleAtlas,HIGH,No expansion in title
1422,8,FaissMolLib,FaissMolLib: An efficient and easy deployable tool for ligand-based virtual screening.,FaissMolLib,FaissMolLib,HIGH,No expansion in title
1423,8,ClinicalOmicsDB,ClinicalOmicsDB: exploring molecular associations of oncology drug responses in clinical trials.,ClinicalOmicsDB,ClinicalOmicsDB,HIGH,No expansion in title
1424,8,MakeSBML,MakeSBML: a tool for converting between Antimony and SBML.,MakeSBML,MakeSBML,HIGH,No expansion in title
1425,8,MMiKG,MMiKG: a knowledge graph-based platform for path mining of microbiota-mental diseases interactions.,MMiKG,MMiKG,HIGH,No expansion in title
1426,8,ExMove,ExMove: An open-source toolkit for processing and exploring animal-tracking data in R.,ExMove,ExMove,HIGH,No expansion in title
1427,8,sc2GWAS,sc2GWAS: a comprehensive platform linking single cell and GWAS traits of human.,sc2GWAS,sc2GWAS,HIGH,No expansion in title
1428,8,Harmonizome,Harmonizome 3.0: integrated knowledge about genes and proteins from diverse multi-omics resources.,Harmonizome,Harmonizome,HIGH,No expansion in title
1429,8,PEPhub,"PEPhub: a database, web interface, and API for editing, sharing, and validating biological sample metadata.",PEPhub,PEPhub,HIGH,No expansion in title
1430,8,D-ORB,D-ORB: A Web Server to Extract Structural Features of Related But Unaligned RNA Sequences.,D-ORB,D-ORB,HIGH,No expansion in title
1431,8,ssREAD,A single-cell and spatial RNA-seq database for Alzheimer's disease (ssREAD).,ssREAD,ssREAD,HIGH,No expansion in title
1432,8,MOI,MOI is a comprehensive database collecting processed multi-omics data associated with viral infection.,MOI,MOI,HIGH,No expansion in title
1433,8,HuPoxNET,Navigating the human-monkeypox virus interactome: HuPoxNET atlas reveals functional insights.,HuPoxNET,HuPoxNET,HIGH,No expansion in title
1434,8,DeepBIO,"DeepBIO: an automated and interpretable deep-learning platform for high-throughput biological sequence prediction, functional annotation and visualization analysis.",DeepBIO,DeepBIO,HIGH,No expansion in title
1435,8,PolyCrit,PolyCrit: An Online Collaborative Platform for Polymer Characterization.,PolyCrit,PolyCrit,HIGH,No expansion in title
1436,8,pmTR,pmTR database: population matched (pm) germline allelic variants of T-cell receptor (TR) loci.,pmTR,pmTR,HIGH,No expansion in title
1437,8,PanEffect,PanEffect: a pan-genome visualization tool for variant effects in maize.,PanEffect,PanEffect,HIGH,No expansion in title
1438,8,GAUSS,"GAUSS: a summary-statistics-based R package for accurate estimation of linkage disequilibrium for variants, Gaussian imputation, and TWAS analysis of cosmopolitan cohorts.",GAUSS,GAUSS,HIGH,No expansion in title
1439,8,RGT,RGT: a toolbox for the integrative analysis of high throughput regulatory genomics data.,RGT,RGT,HIGH,No expansion in title
1440,8,PlantCircRNA,PlantCircRNA: a comprehensive database for plant circular RNAs.,PlantCircRNA,PlantCircRNA,HIGH,No expansion in title
1441,8,aop-wiki,Providing Adverse Outcome Pathways from the AOP-Wiki in a Semantic Web Format to Increase Usability and Accessibility of the Content.,AOP-Wiki,AOP-Wiki,HIGH,No expansion in title
1442,8,SUBTLEX-CY,SUBTLEX-CY: A new word frequency database for Welsh.,SUBTLEX-CY,SUBTLEX-CY,HIGH,No expansion in title
1443,8,An open,An open-access database of video stimuli for action observation research in neuroimaging settings: psychometric evaluation and motion characterization.,An open,An open,LOW,Unclear name - appears to be a general description
1444,8,PlateletBase,PlateletBase: A Comprehensive Knowledgebase for Platelet Research and Disease Insights.,PlateletBase,PlateletBase,HIGH,No expansion in title
1445,8,DSFworld,DSFworld: A flexible and precise tool to analyze differential scanning fluorimetry data.,DSFworld,DSFworld,HIGH,No expansion in title
1446,8,BioKIT,BioKIT: a versatile toolkit for processing and analyzing diverse types of sequence data.,BioKIT,BioKIT,HIGH,No expansion in title
1447,8,TaxSEA,TaxSEA: rapid interpretation of microbiome alterations using taxon set enrichment analysis and public databases.,TaxSEA,TaxSEA,HIGH,No expansion in title
1448,8,CAVE,CAVE: a cloud-based platform for analysis and visualization of metabolic pathways.,CAVE,CAVE,HIGH,No expansion in title
1449,8,CovBinderInPDB,CovBinderInPDB: A Structure-Based Covalent Binder Database.,CovBinderInPDB,CovBinderInPDB,HIGH,No expansion in title
1450,8,MicNet,MicNet toolbox: Visualizing and unraveling a microbial network.,MicNet,MicNet,HIGH,No expansion in title
1451,8,AVM,"AVM: A Manually Curated Database of Aerosol-transmitted Virus Mutations, Human Diseases, and Drugs.",AVM,AVM,HIGH,No expansion in title
1452,8,PANGEA,PANGEA: a new gene set enrichment tool for Drosophila and common research organisms.,PANGEA,PANGEA,HIGH,No expansion in title
1453,8,DisEnrich,DisEnrich: database of enriched regions in human dark proteome.,DisEnrich,DisEnrich,HIGH,No expansion in title
1454,8,ListiWiki,ListiWiki: A database for the foodborne pathogen Listeria monocytogenes.,ListiWiki,ListiWiki,HIGH,No expansion in title
