pmid,title,entity,false_positive_reason,pattern_categories,num_patterns
29746660,INTERSPIA: a web application for exploring the dynamics of protein-protein interactions among multiple species.,interspia,Data mining/querying of existing resource,mining_data,1
27519318,MitiGate; an online meta-analysis database for quantification of mitigation strategies for enteric methane emissions.,,Focuses on analysis/study using data from resource,analysis_study,1
24599084,The CO-Regulation Database (CORD): a tool to identify coordinately expressed genes.,cord,Uses resource as analysis tool,reveals_identifies,1
23091487,CMD: A Database to Store the Bonding States of Cysteine Motifs with Secondary Structures.,cmd,Uses resource as analysis tool,using_with,1
26546514,DESM: portal for microbial knowledge exploration systems.,desm,Data mining/querying of existing resource,mining_data,1
32499682,EZcalcium: Open-Source Toolbox for Analysis of Calcium Imaging Data.,,Focuses on analysis/study using data from resource,analysis_study,1
30414111,Using BUSCO to Assess Insect Genomic Resources.,busco,Uses resource as analysis tool,using_with,1
27472806,"PhyloBot: A Web Portal for Automated Phylogenetics, Ancestral Sequence Reconstruction, and Exploration of Mutational Trajectories.",,Data mining/querying of existing resource,mining_data,1
21333005,TRAM (Transcriptome Mapper): database-driven creation and analysis of transcriptome maps from multiple sources.,tram,Focuses on analysis/study using data from resource,analysis_study,1
29561219,The network of Shanghai Stroke Service System (4S): A public health-care web-based database using automatic extraction of electronic medical records.,4s,Uses resource as analysis tool,using_with,1
23272111,MultiMetEval: comparative and multi-objective analysis of genome-scale metabolic models.,,Focuses on analysis/study using data from resource,analysis_study,1
30300376,HCF-CRS: A Hybrid Content based Fuzzy Conformal Recommender System for providing recommendations with confidence.,hcf-crs,Uses resource as analysis tool,using_with,1
23640335,CMCompare webserver: comparing RNA families via covariance models.,,Uses resource as analysis tool,using_with,1
25254639,IDEPI: rapid prediction of HIV-1 antibody epitopes and other phenotypic features from sequence data using a flexible machine learning platform.,idepi,Uses resource as analysis tool,using_with,1
25701574,Annocript: a flexible pipeline for the annotation of transcriptomes able to identify putative long noncoding RNAs.,,Uses resource as analysis tool,reveals_identifies,1
21635747,"ngs_backbone: a pipeline for read cleaning, mapping and SNP calling using next generation sequence.",,Uses resource as analysis tool,using_with,1
29037173,"TaxMapper: an analysis tool, reference database and workflow for metatranscriptome analysis of eukaryotic microorganisms.",,Focuses on analysis/study using data from resource,analysis_study,1
31725859,"Extension modules for storage, visualization and querying of genomic, genetic and breeding data in Tripal databases.",tripal,Data mining/querying of existing resource,mining_data,1
24953454,VANESA - a software application for the visualization and analysis of networks in system biology applications.,vanesa,Focuses on analysis/study using data from resource,analysis_study,1
30371894,The Virtual Metabolic Human database: integrating human and gut microbiome metabolism with nutrition and disease.,,Uses resource as analysis tool,using_with,1
23962734,Modeling visual working memory with the MemToolbox.,,Uses resource as analysis tool,using_with,1
26519405,PGSB/MIPS Plant Genome Information Resources and Concepts for the Analysis of Complex Grass Genomes.,pgsb,Focuses on analysis/study using data from resource,analysis_study,1
25171179,SoilGrids1km--global soil information based on automated mapping.,,Describes method/approach based on resource data,based_approach,1
29788498,CellAtlasSearch: a scalable search engine for single cells.,,Data mining/querying of existing resource,mining_data,1
22121156,Using Sybil for interactive comparative genomics of microbes on the web.,sybil,Uses resource as analysis tool,using_with,1
21653517,genBlastG: using BLAST searches to build homologous gene models.,,Uses resource as analysis tool,using_with,1
25480116,LAILAPS: the plant science search engine.,lailaps,Data mining/querying of existing resource,mining_data,1
25979774,pFind-Alioth: A novel unrestricted database search algorithm to improve the interpretation of high-resolution MS/MS data.,pfind,Data mining/querying of existing resource,mining_data,1
33888059,GRAPES-DD: exploiting decision diagrams for index-driven search in biological graph databases.,grapes-dd,Data mining/querying of existing resource,mining_data,1
27153686,MOLGENIS/connect: a system for semi-automatic integration of heterogeneous phenotype data with applications in biobanks.,,Uses resource as analysis tool,using_with,1
33858322,ChIP-BIT2: a software tool to detect weak binding events using a Bayesian integration approach.,,Uses resource as analysis tool,using_with,1
33879798,"ODFM, an omics data resource from microorganisms associated with fermented foods.",odfm,Uses resource as analysis tool,using_with,1
24132929,gCMAP: user-friendly connectivity mapping with R.,gcmap,Uses resource as analysis tool,using_with,1
30938757,Structural variant analysis for linked-read sequencing data with gemtools.,,Uses resource as analysis tool,using_with,1
28821228,SG-ADVISER mtDNA: a web server for mitochondrial DNA annotation with data from 200 samples of a healthy aging cohort.,,Uses resource as analysis tool,using_with,1
31346170,FDA-ARGOS is a database with public quality-controlled reference genomes for diagnostic use and regulatory science.,fda-argos,Uses resource as analysis tool,using_with,1
30634902,GOTrapper: a tool to navigate through branches of gene ontology hierarchy.,,Uses resource as analysis tool,using_with,1
22217600,MCScanX: a toolkit for detection and evolutionary analysis of gene synteny and collinearity.,,Focuses on analysis/study using data from resource,analysis_study,1
28610787,SpolSimilaritySearch - A web tool to compare and search similarities between spoligotypes of Mycobacterium tuberculosis complex.,,Data mining/querying of existing resource,mining_data,1
33308153,In silico trial to test COVID-19 candidate vaccines: a case study with UISS platform.,uiss,Uses resource as analysis tool,using_with,1
30686929,rMyCoPortal - an R package to interface with the Mycology Collections Portal.,,Uses resource as analysis tool,using_with,1
32678893,OPUS-TASS: a protein backbone torsion angles and secondary structure predictor based on ensemble neural networks.,opus-tass,Describes method/approach based on resource data,based_approach,1
23679342,LIPS database with LIPService: a microscopic image database of intracellular structures in Arabidopsis guard cells.,,Uses resource as analysis tool,using_with,1
26685306,PaxtoolsR: pathway analysis in R using Pathway Commons.,,Uses resource as analysis tool,using_with,1
31893376,Quantifying Metabolic Transfer Mediated by Extracellular Vesicles Using Exo-MFA: An Integrated Empirical and Computational Platform.,,Uses resource as analysis tool,using_with,1
24829452,TogoTable: cross-database annotation system using the Resource Description Framework (RDF) data model.,,Uses resource as analysis tool,using_with,1
23660285,PhenoDigm: analyzing curated annotations to associate animal models with human diseases.,,Uses resource as analysis tool,using_with,1
22134646,An improved Greengenes taxonomy with explicit ranks for ecological and evolutionary analyses of bacteria and archaea.,,Uses resource as analysis tool,using_with,1
32508888,Estimating Conformational Traits in Dairy Cattle With DeepAPS: A Two-Step Deep Learning Automated Phenotyping and Segmentation Approach.,,Uses resource as analysis tool,using_with,1
24661210,UCLA's Molecular Screening Shared Resource: enhancing small molecule discovery with functional genomics and new technology.,,Uses resource as analysis tool,using_with,1
30271296,"""Plutchik"": artificial intelligence chatbot for searching NCBI databases.",,Data mining/querying of existing resource,mining_data,1
21400696,Inferring protein function from homology using the Princeton Protein Orthology Database (P-POD).,p-pod,Uses resource as analysis tool,using_with,1
27684958,MetaPhinder-Identifying Bacteriophage Sequences in Metagenomic Data Sets.,,Uses resource as analysis tool,reveals_identifies,1
30230343,Flexible and Fast Mapping of Peptides to a Proteome with ProteoMapper.,,Uses resource as analysis tool,using_with,1
