pmid,title,primary_entity_short,matched_categories,pattern_count
30528447,G4Catchall: A G-quadruplex prediction approach considering atypical features.,,"workflow_pipeline, computational_ml",2
31280962,VEGAS as a Platform for Facile Directed Evolution in Mammalian Cells.,vegas,"workflow_pipeline, using_phrases",2
32442849,FADB-China: A molecular-level food adulteration database in China based on molecular fingerprints and similarity algorithms prediction expansion.,,"computational_ml, using_phrases",2
23230155,"GATECloud.net: a platform for large-scale, open-source text processing on the cloud.",,"workflow_pipeline, using_phrases",2
29205376,Ensemble gene function prediction database reveals genes important for complex I formation in Arabidopsis thaliana.,,"computational_ml, using_phrases",2
25407802,Using phylogenetically-informed annotation (PIA) to search for light-interacting genes in transcriptomes from non-model organisms.,h,"computational_ml, using_phrases",2
27587635,The Epi Info Viral Hemorrhagic Fever (VHF) Application: A Resource for Outbreak Data Management and Contact Tracing in the 2014-2016 West Africa Ebola Epidemic.,vhf,"using_phrases, validation_study",2
34629071,CoolBox: a flexible toolkit for visual analysis of genomics data.,,"workflow_pipeline, comparison_benchmark",2
26258816,Mining for Murder-Suicide: An Approach to Identifying Cases of Murder-Suicide in the National Violent Death Reporting System Restricted Access Database.,,"workflow_pipeline, using_phrases",2
25758402,Hi-Jack: a novel computational framework for pathway-based inference of host-pathogen interactions.,ack,"workflow_pipeline, computational_ml",2
26628587,IKAP: A heuristic framework for inference of kinase activities from Phosphoproteomics data.,ikap,"workflow_pipeline, using_phrases",2
29253110,Delta: a new web-based 3D genome visualization and analysis platform.,delta,"workflow_pipeline, comparison_benchmark",2
23537208,Discovery-2: an interactive resource for the rational selection and comparison of putative drug target proteins in malaria.,,"comparison_benchmark, using_phrases",2
27530203,"Carboxylic ester hydrolases: Classification and database derived from their primary, secondary, and tertiary structures.",,"computational_ml, using_phrases",2
26559506,WormExp: a web-based application for a Caenorhabditis elegans-specific gene expression enrichment analysis.,,"comparison_benchmark, validation_study",2
25196432,nDNA-Prot: identification of DNA-binding proteins based on unbalanced classification.,,"computational_ml, using_phrases",2
33897984,AMR-Diag: Neural network based genotype-to-phenotype prediction of resistance towards β-lactams in <i>Escherichia coli</i> and <i>Klebsiella pneumoniae</i>.,,"computational_ml, using_phrases",2
26224020,A peptide resource for the analysis of Staphylococcus aureus in host-pathogen interaction studies.,s,"comparison_benchmark, using_phrases",2
28664183,The Virtual Mouse Brain: A Computational Neuroinformatics Platform to Study Whole Mouse Brain Dynamics.,,"workflow_pipeline, computational_ml",2
23736530,Whole-Genome rVISTA: a tool to determine enrichment of transcription factor binding sites in gene promoters from transcriptomic data.,rvista,"workflow_pipeline, using_phrases",2
31452088,Bolt: a New Age Peptide Search Engine for Comprehensive MS/MS Sequencing Through Vast Protein Databases in Minutes.,bolt,"data_integration, using_phrases",2
33515234,Enzyme Promiscuity Prediction Using Hierarchy-Informed Multi-Label Classification.,,"computational_ml, using_phrases",2
22931062,The simple fool's guide to population genomics via RNA-Seq: an introduction to high-throughput sequencing data analysis.,,"comparison_benchmark, data_integration",2
26122086,A user-friendly workflow for analysis of Illumina gene expression bead array data available at the arrayanalysis.org portal.,,"workflow_pipeline, comparison_benchmark",2
27694195,Combining multiple tools outperforms individual methods in gene set enrichment analyses.,h,"workflow_pipeline, using_phrases",2
29236977,gene2drug: a computational tool for pathway-based rational drug repositioning.,,"workflow_pipeline, computational_ml",2
30873531,Lemon: a framework for rapidly mining structural information from the Protein Data Bank.,lemon,"workflow_pipeline, using_phrases",2
25634285,Cell energy budget platform for assessment of cell metabolism.,budget,"workflow_pipeline, comparison_benchmark",2
24223923,Viral IRES prediction system - a web server for prediction of the IRES secondary structure in silico.,,"computational_ml, using_phrases",2
30619195,Anti-flavi: A Web Platform to Predict Inhibitors of <i>Flaviviruses</i> Using QSAR and Peptidomimetic Approaches.,,"workflow_pipeline, using_phrases",2
33163370,Methodology for development of a data and knowledge base for learning from existing nature-based solutions in Europe: The CONNECTING Nature project.,,"workflow_pipeline, using_phrases",2
31667506,SEA version 3.0: a comprehensive extension and update of the Super-Enhancer archive.,sea,"data_integration, database_update",2
26483015,Pathogen Gene Expression Profiling During Infection Using a Nanostring nCounter Platform.,,"workflow_pipeline, using_phrases",2
29089861,"Disease control programme support costs: an update of WHO-CHOICE methodology, price databases and quantity assumptions.",who,"workflow_pipeline, database_update",2
27011785,Linking rare and common disease: mapping clinical disease-phenotypes to ontologies in therapeutic target validation.,o,"using_phrases, validation_study",2
29036616,DeepLoc: prediction of protein subcellular localization using deep learning.,,"computational_ml, using_phrases",2
21749974,The PhenX Toolkit: get the most from your measures.,phenx,"workflow_pipeline, using_phrases",2
28451689,"A Randomized Trial Comparing Classical Participatory Design to VandAID, an Interactive CrowdSourcing Platform to Facilitate User-centered Design.",,"workflow_pipeline, comparison_benchmark",2
23218953,A curated public database for multilocus sequence typing (MLST) and analysis of Haemophilus parasuis based on an optimized typing scheme.,mlst,"comparison_benchmark, using_phrases",2
33170789,COVIDGR Dataset and COVID-SDNet Methodology for Predicting COVID-19 Based on Chest X-Ray Images.,covidgr,"workflow_pipeline, using_phrases",2
30419069,C/VDdb: A multi-omics expression profiling database for a knowledge-driven approach in cardiovascular disease (CVD).,,"workflow_pipeline, using_phrases",2
31159731,Trait ontology analysis based on association mapping studies bridges the gap between crop genomics and Phenomics.,as,"comparison_benchmark, using_phrases",2
34020544,Ori-Finder 3: a web server for genome-wide prediction of replication origins in Saccharomyces cerevisiae.,,"computational_ml, using_phrases",2
31228198,DEUS: an R package for accurate small RNA profiling based on differential expression of unique sequences.,deus,"workflow_pipeline, using_phrases",2
28973466,"Genome contact map explorer: a platform for the comparison, interactive visualization and analysis of genome contact maps.",,"workflow_pipeline, comparison_benchmark",2
32901046,"Materials Cloud, a platform for open computational science.",,"workflow_pipeline, computational_ml",2
31420444,Estimation of Plant and Canopy Architectural Traits Using the Digital Plant Phenotyping Platform.,,"workflow_pipeline, using_phrases",2
28775737,"Assessment of Genetic Diversity and Structure of Large Garlic (<i>Allium sativum</i>) Germplasm Bank, by Diversity Arrays Technology ""Genotyping-by-Sequencing"" Platform (DArTseq).",,"workflow_pipeline, comparison_benchmark",2
31165141,Scaling tree-based automated machine learning to biomedical big data with a feature set selector.,ased,"computational_ml, using_phrases",2
30211979,VTX-1 Liquid Biopsy System for Fully-Automated and Label-Free Isolation of Circulating Tumor Cells with Automated Enumeration by BioView Platform.,vtx-1,"workflow_pipeline, using_phrases",2
26034559,Region Evolution eXplorer - A tool for discovering evolution trends in ontology regions.,ex,"workflow_pipeline, using_phrases",2
22291167,Mining Arabidopsis thaliana RNA-seq data with Integrated Genome Browser reveals stress-induced alternative splicing of the putative splicing regulator SR45a.,,"data_integration, using_phrases",2
32546588,Rapid urban health security assessment tool: a new resource for evaluating local-level public health preparedness.,,"workflow_pipeline, comparison_benchmark",2
31093654,Hayai-Annotation Plants: an ultra-fast and comprehensive functional gene annotation system in plants.,,"data_integration, using_phrases",2
33438699,Microliter ultrafast centrifuge platform for size-based particle and cell separation and extraction using novel omnidirectional spiral surface acoustic waves.,,"workflow_pipeline, using_phrases",2
27603574,Palindrome analyser - A new web-based server for predicting and evaluating inverted repeats in nucleotide sequences.,,"comparison_benchmark, using_phrases",2
25909630,MXS-Chaining: A Highly Efficient Cloning Platform for Imaging and Flow Cytometry Approaches in Mammalian Systems.,mxs,"workflow_pipeline, using_phrases",2
27131380,The MPI bioinformatics Toolkit as an integrative platform for advanced protein sequence and structure analysis.,,"workflow_pipeline, comparison_benchmark",2
26473729,Gene-Set Local Hierarchical Clustering (GSLHC)--A Gene Set-Based Approach for Characterizing Bioactive Compounds in Terms of Biological Functional Groups.,gslhc,"workflow_pipeline, using_phrases",2
29264813,"Discovery of Surface Target Proteins Linking Drugs, Molecular Markers, Gene Regulation, Protein Networks, and Disease by Using a Web-Based Platform Targets-search.",,"workflow_pipeline, using_phrases",2
30675517,Utility of the JAX Clinical Knowledgebase in capture and assessment of complex genomic cancer data.,,"comparison_benchmark, using_phrases",2
22464351,A platform for dynamic simulation and control of movement based on OpenSim and MATLAB.,,"workflow_pipeline, using_phrases",2
29476519,EndoProteoFASP as a Tool to Unveil the Peptidome-Protease Profile: Application to Salivary Diagnostics.,,"workflow_pipeline, validation_study",2
30066656,Query-constraint-based mining of association rules for exploratory analysis of clinical datasets in the National Sleep Research Resource.,,"comparison_benchmark, using_phrases",2
29296939,Erythrogene: a database for in-depth analysis of the extensive variation in 36 blood group systems in the 1000 Genomes Project.,,"comparison_benchmark, using_phrases",2
