pmid,title,primary_entity_short,primary_entity_long,setfit_confidence,matched_categories,num_categories
32227644,Combining focused identification of germplasm and core collection strategies to identify genebank accessions for central European soybean breeding.,,focused identification of germplasm strategy,0.6053166,gene_function,1
28877732,"Ontology-based specification, identification and analysis of perioperative risks.",,ontoride,0.6573453,analysis_studies,1
29785409,<i>De novo</i> genome and transcriptome resources of the Adzuki bean borer <i>Ostrinia scapulalis</i> (Lepidoptera: Crambidae).,,lepidodb,,analysis_studies,1
26099924,A Versatile Phenotyping System and Analytics Platform Reveals Diverse Temporal Responses to Water Availability in Setaria.,,plantcv,0.6961062,discovery_findings,1
27549386,A high resolution map of the Arabidopsis thaliana developmental transcriptome based on RNA-seq profiling.,,transcriptome variation analysis,,analysis_studies,1
32570350,Building an I2B2-Based Population Repository for Clinical Research.,insite,,0.68523335,clinical_disease,1
24721472,Construction and analysis of a human hepatotoxicity database suitable for QSAR modeling using post-market safety data.,dili,,0.61220616,analysis_studies,1
22797899,A public resource facilitating clinical use of genomes.,,get-evidence,,clinical_disease,1
21267068,A high-resolution anatomical atlas of the transcriptome in the mouse embryo.,,eurexpress atlas,0.6982232,analysis_studies,1
33965931,Enabling FAIR Discovery of Rare Disease Digital Resources.,ejp rd,,0.6985401,"clinical_disease, discovery_findings",2
27626298,Developing a Multiplexed Quantitative Cross-Linking Mass Spectrometry Platform for Comparative Structural Analysis of Protein Complexes.,qmix,,0.69476855,analysis_studies,1
21829640,Workflow and atlas system for brain-wide mapping of axonal connectivity in rat.,,rodent brain workbench,0.69237053,species_specific,1
30184106,Bayesian inference of ancestral dates on bacterial phylogenetic trees.,,bactdating,,analysis_studies,1
33257503,Prediction and Validation of Mouse Meiosis-Essential Genes Based on Spermatogenesis Proteome Dynamics.,,funcprofinder,0.69426,analysis_studies,1
23993102,An interactive resource to identify cancer genetic and lineage dependencies targeted by small molecules.,,cancer therapeutics response portal,0.64322,clinical_disease,1
24050249,Software aided approaches to structure-based metabolite identification in drug discovery and development.,,massmetasite,0.7046349,drug_compound,1
30362015,"Collection, Identification, and Statistical Analysis of Volatile Organic Compound Patterns Emitted by Phytoplasma Infected Plants.",,utomated mass spectral deconvolution and identification system,0.6384711,"analysis_studies, drug_compound",2
24123256,Prediction and validation of the unexplored RNA-binding protein atlas of the human proteome.,,spot-seq,,analysis_studies,1
26386548,"Implementation of a web based universal exchange and inference language for medicine: Sparse data, probabilities and inference in data mining of clinical data repositories.",el,,0.69421756,clinical_disease,1
23742129,Computational framework to support integration of biomolecular and clinical data within a translational approach.,,iptrans,,clinical_disease,1
29344887,Phosphoproteomics-Based Profiling of Kinase Activities in Cancer Cells.,,kinase activity toolbox,,"clinical_disease, analysis_studies",2
21822254,A resource of vectors and ES cells for targeted deletion of microRNAs in mice.,,mirna knockout,0.6588307,species_specific,1
31382034,Interactive Browser-Based Genomics Data Visualization Tools for Translational and Clinical Laboratory Applications.,,jscomut,0.7129026,clinical_disease,1
27829360,Disease gene prioritization by integrating tissue-specific molecular networks using a robust multi-network model.,,mendelian inheritance in man,0.71365833,clinical_disease,1
23338612,Collections of simultaneously altered genes as biomarkers of cancer cell drug response.,moca,,0.6968959,"clinical_disease, drug_compound",2
30537259,An updated gene atlas for maize reveals organ-specific and stress-induced genes.,agpv4,,0.64163476,discovery_findings,1
34653225,Identifying disease-gene associations using a convolutional neural network-based model by embedding a biological knowledge graph with entity descriptions.,kged,,0.68199885,clinical_disease,1
33339864,Dynamic data-driven meta-analysis for prioritisation of host genes implicated in COVID-19.,fyco1,,,discovery_findings,1
28742084,Systematic tissue-specific functional annotation of the human genome highlights immune-related DNA elements for late-onset Alzheimer's disease.,load,,,clinical_disease,1
28212397,A targeted gene expression platform allows for rapid analysis of chemical-induced antioxidant mRNA expression in zebrafish larvae.,qgp,,,"analysis_studies, species_specific",2
31193185,Phylogenetic supertree and functional trait database for all extant parrots.,,figshare,0.7155071,analysis_studies,1
29070412,The Screening Compound Collection: A Key Asset for Drug Discovery.,,actelion,0.609829,drug_compound,1
32057052,Modular protein-DNA hybrid nanostructures as a drug delivery platform.,,dna nanostructures,0.6433831,drug_compound,1
32539087,Curation of cancer hallmark-based genes and pathways for in silico characterization of chemical carcinogenesis.,hoc,,0.63803303,"gene_function, clinical_disease",2
22142560,A comparative transcriptome analysis reveals expression profiles conserved across three Eimeria spp. of domestic fowl and associated with multiple developmental stages.,,eimeria transcript,,"clinical_disease, analysis_studies, discovery_findings",3
22755708,Online database of clinical MR and ultrasound images of brain tumors.,minc,,0.60085976,clinical_disease,1
23803311,Consensus and conflict cards for metabolic pathway databases.,,c₂cards(human,,pathway_mechanism,1
33049043,Phylogenomics of the Epigenetic Toolkit Reveals Punctate Retention of Genes across Eukaryotes.,,phylotol,0.6877773,discovery_findings,1
22342955,Online tools for polyphasic analysis of Mycobacterium tuberculosis complex genotyping data: now and next.,,sitvit/spoldb4,0.6909978,analysis_studies,1
21266061,Annotation-based genome-wide SNP discovery in the large and complex Aegilops tauschii genome using next-generation sequencing without a reference genome sequence.,agsnp,,,"analysis_studies, variants_mutations",2
28849560,"Functional Analysis of OMICs Data and Small Molecule Compounds in an Integrated ""Knowledge-Based"" Platform.",pa,,0.7254347,analysis_studies,1
33413089,"Modeling drug mechanism of action with large scale gene-expression profiles using GPAR, an artificial intelligence platform.",,relationship,0.6934103,"pathway_mechanism, drug_compound",2
32745361,A Photoaffinity-Based Fragment-Screening Platform for Efficient Identification of Protein Ligands.,phabit,,0.7116151,gene_function,1
33859415,A genome-wide atlas of co-essential modules assigns function to uncharacterized genes.,tmem189,,0.7057815,analysis_studies,1
31664036,Prenatal hypoxia-induced epigenomic and transcriptomic reprogramming in rat fetal and adult offspring hearts.,,igshare,,species_specific,1
23812986,A context-sensitive framework for the analysis of human signalling pathways in molecular interaction networks.,,ontextnet,,analysis_studies,1
34214659,An inferred functional impact map of genetic variants in rice.,,ricevarmap,,species_specific,1
28365743,Automated PDF highlighting to support faster curation of literature for Parkinson's and Alzheimer's disease.,,apinatomy,,clinical_disease,1
24099460,Development of an informatics platform for therapeutic protein and peptide analytics.,,sarvision|biologics,0.721066,drug_compound,1
28448553,A computational toxicogenomics approach identifies a list of highly hepatotoxic compounds from a large microarray database.,,tg-gates,0.6798184,discovery_findings,1
29176591,Identifying metabolites by integrating metabolome databases with mass spectrometry cheminformatics.,,binvestigate,0.71404713,analysis_studies,1
32647203,Open software platform for automated analysis of paper-based microfluidic devices.,,colorscan,0.70116395,analysis_studies,1
34836951,An atlas of protein turnover rates in mouse tissues.,apple,,0.70719796,species_specific,1
26262134,Conceptual Knowledge Discovery in Databases for Drug Combinations Predictions in Malignant Melanoma.,oken,,0.6644871,drug_compound,1
24201223,A case study: semantic integration of gene-disease associations for type 2 diabetes mellitus from literature and biomedical data resources.,,enrichment of,0.6845189,clinical_disease,1
30903148,Differential proteostatic regulation of insoluble and abundant proteins.,groel,,,gene_function,1
"30101316, 34020536",Processing of big heterogeneous genomic datasets for tertiary analysis of Next Generation Sequencing data.,gmql,,,analysis_studies,1
22195556,A comparative lipidomics platform for chemotaxonomic analysis of Mycobacterium tuberculosis.,,ycomass,,analysis_studies,1
29331638,Comparative analysis of membrane protein structure databases.,,mpstruc,0.6635778,analysis_studies,1
34624161,An atlas of the Norway spruce needle seasonal transcriptome.,,congenie,0.7047623,analysis_studies,1
27126551,Dendrimer-based nanocarriers: a versatile platform for drug delivery.,,wires nanomed nanobiotechnol,0.6325075,drug_compound,1
30389920,Improved estimation of cancer dependencies from large-scale RNAi screens using model-based normalization and data integration.,demeter2,,0.7016929,clinical_disease,1
23404398,A genetic resource for rapid and comprehensive phenotype screening of nonessential Staphylococcus aureus genes.,,transposon,,drug_compound,1
25367050,A MATLAB tool for pathway enrichment using a topology-based pathway regulation score.,prs,,0.7120316,pathway_mechanism,1
31520508,Construction and applications of a B vitamin genetic resource for investigation of vitamin-dependent metabolism in maize.,,uniformmu,0.6650598,species_specific,1
29381145,A dataset of 200 structured product labels annotated for adverse drug reactions.,,spl-adr-200db,,drug_compound,1
21299659,Genome-wide atlas of transcription during maize development.,,nimblegen,0.67510957,analysis_studies,1
